미인,이럴거면,유혹의 소나타,미워요,잔소리,Love Love Love,안녕,흰눈,추억은 사랑을 닮아,사랑…후에,So Hot,하루 하루,Love,Nobody,서커스,마지막인사,사랑과 전쟁,U-Go-Girl,천국,가지마 가지마,Gee,I Don't Care,Abracadabra,HeartBreaker,Again&Again,심장이 없어,사랑비,Fire,쏘리 쏘리,Lollipop,Bad Girl Good Girl,잔소리,죽을 만큼 아파서,못해,죽어도 못 보내,Oh!,2 Different Tears,너 때문에 미쳐,밥만 잘 먹더라,Go Away,Roly-Poly,바람났어,내가 제일 잘 나가,비가 오는 날엔,TV를 껐네…,So Cool,UGLY,좋은 날,살다가 한번쯤,안녕이라고 말하지마,강남스타일,나혼자,벚꽃 엔딩,Loving U,FANTASTIC BABY,I Love  You,정말로 사랑한다면,Heaven,하루 끝,첫사랑,자니,눈물,NoNoNo,눈물샤워,물음표,Give It To Me,이름이 뭐예요?,모노드라마,My Love,있다 없으니까,썸,야생화,눈. 코. 입,금요일에 만나요,한여름밤의 꿀,봄 사랑 벚꽃 말고,Mr.Chu,너의 의미,Something,200%,뱅뱅뱅,같은 시간 속의 너,꺼내 먹어요,이럴거면 그러지말지,위잉위잉,LOSER,BAE BAE,그냥,양화대교,우연히 봄
,,,,,18.5,,,22,,,24.5,23,22.5,26,22.5,25.5,18,25,,26,18.5,24,18,19.5,26,,23,19,20,,26,22.5,,,25,,26.5,,24.5,,14,,14.5,19.5,20,,,,,20,22,,27,23,24,,27,,,22,20,29,26.5,19.5,29,17.5,,,,20,19,24,,18.5,19,,,19,14.5,24.5,,,25,21,22.5,,,,22
,,,,,18.5,,,23,,,26.5,23,22.5,23,23,28.5,18,26,,16,18.5,22,18,22.5,26,,23,19,19,,26,23,,,26,,26.5,,25.5,,14,,14.5,24,19,,,,,20,20,,26,22,22.5,,27,,,22,20,30,25.5,19.5,29,15,,,,19,18,24,,18.5,19,,,18.5,14.5,24.5,,,,22,21,,,,22
,,,,,18.5,,,24.5,,,22.5,23,22.5,25,22.5,25.5,18,25,,24.5,18.5,22,18,21.5,26,,23,19,29,,26,22.5,,,25,,26.5,,22.5,,14,,14.5,24,20,,,,,20,26,,26,24,22.5,,27,,,21.5,22.5,29,26,17.5,29,15,,,,20,17,24,,18.5,18,,,17.5,14.5,24.5,,,,19,21,,,,22
,,,,,18.5,,,23,,,22.5,23,22.5,26,21.5,24.5,18,21,,27,18.5,22,18,19.5,25.5,,23,19,18,,26,23,,,24,,26.5,,24.5,,14,,14.5,24,21.5,,,,,,24.5,,23,23,19.5,,27,,,20,22.5,,28.5,17.5,31,16,,,,22,,24,,18.5,19,,,17,14.5,24.5,,,,21,21,,,,22
,,,,,18.5,,,27,,,24,23,22.5,26,22.5,24.5,18,21,,18.5,18.5,22,19.5,21.5,25.5,,25,19,29,,25.5,27,,,23,,26.5,,24.5,,14,,14.5,24,20,,,,,,24.5,,23,21,19.5,,29,,,20,22.5,,26,18.5,29,15,,,,23,,25.5,,18.5,20,,,17.5,25.5,24.5,,,,18.5,24,,,,22
,,,,,18.5,,,26,,,24.5,23,22.5,26,22.5,24.5,18,21,,27,18.5,22,18,22.5,25.5,,24.5,19,17.5,,25.5,25.5,,,21,,26.5,,22.5,,14,,14.5,24,17.5,,,,,,23,,28.5,22,25,,27,,,21.5,20,,25,18.5,28,16,,,,24.5,,24,,18.5,22,,,18.5,26.5,24.5,,,,18,24,,,,22
,,,,,18.5,,,21.5,,,24.5,23,22.5,28,22.5,23,18,22,,18.5,18.5,22,22.5,21.5,24.5,,23,19,27,,24.5,26.5,,,22,,26.5,,27,,14,,14.5,19.5,21.5,,,,,,24.5,,28.5,21,26.5,,28,,,20,20,,24,18.5,22.5,17.5,,,,23,,24,,18.5,20,,,19,26.5,14.5,,,,17,24,,,,22
,,,,,18.5,,,22.5,,,24.5,23,22.5,27,23,22.5,18,21,,27,18.5,22,22,21.5,24.5,,23,19,16,,24.5,25.5,,,,,26.5,,26.5,,14,,14.5,19.5,16,,,,,,23,,28.5,26,25,,27,,,20,21.5,,22,18.5,28,16,,,,22,,24,,18.5,18,,,18.5,26.5,16,,,,18,25,,,,22
,,,,,18.5,,,23,,,24.5,23,22.5,26,24.5,23,18,23,,18.5,18.5,24,15.5,21.5,24.5,,23,17.5,26,,23,25,,,,,26.5,,26.5,,14,,14.5,19.5,17.5,,,,,,23,,28.5,25,28,,27,,,20,22.5,,24,18.5,26.5,16,,,,20,,24,,18.5,19,,,17.5,26.5,18.5,,,,19,26.5,,,,22
,,,,,18.5,,,26,,,24,23,22.5,27,23,24.5,18,22,,26,18.5,22,17,22.5,23,,23,17.5,16,,23,25.5,,,,,28.5,,28.5,,14,,14.5,24,17.5,,,,,,23,,30,21,28,,26,,,24.5,20,,26,18.5,28,17.5,,,,23,,24,,18.5,26,,,18.5,26.5,24.5,,,,18,24,,,,22
,,,,,18.5,,,25.5,,,24.5,23,22.5,25,22.5,24.5,18,22,,17.5,18.5,22,18,21.5,23,,25,19,25,,29,21,,,,,28.5,,28.5,,14,,14.5,24,17.5,,,,,,23,,31.5,22,26.5,,25,,,22.5,20,,25,17.5,26.5,16,,,,24.5,,24,,18.5,26,,,17.5,26.5,24.5,,,,19,25,,,,22
,,,,,18.5,,,24.5,,,24,23,22.5,26,22.5,27,18,22,,26,18.5,22,18,21.5,24.5,,25,19,14,,29,22.5,,,,,28,,28.5,,14,,14.5,24,16,,,,,,23,,31.5,21,26.5,,25,,,21.5,19.5,,24,18.5,29,16,,,,26,,24,,18.5,25,,,,26.5,24.5,,,,18,24,,,,22
,,,,,18.5,,,23,,,24,23,22.5,27,14,25.5,18,23,,17.5,18.5,22,18,22.5,24.5,,23,19,14,,29,23,,,,,26.5,,26.5,,14,,14.5,19.5,17.5,,,,,,23,,30,26,24,,26,,,21.5,20,,22,18.5,28,17.5,,,,24.5,,26,,22.5,26,,,,25.5,24.5,,,,19,18,,,,22
,,,,,18.5,,,23,,,22.5,23,22.5,26,14,27,18,22,,25.5,18.5,22,18,21.5,20,,25,19,14,,29,23,,,,,,,26.5,,14,,14.5,19.5,16,,,,,,23,,28.5,25,24,,26,,,20,20,,26,18.5,26.5,17.5,,,,19,,24,,22.5,27,,,,24,24.5,,,,21,12.5,,,,22
,,,,,18.5,,,19,,,21.5,23,,25,14,28.5,18,21,,16,18.5,24,17,19.5,25.5,,23,19,14,,28.5,23,,,,,,,26.5,,14,,14.5,17,17.5,,,,,,23,,24.5,24,24,,25,,,20,20,,22,18.5,25,16,,,,19,,24,,22.5,23,,,,24,14.5,,,,19,18,,,,22
,,,,,18.5,,,20,,,21.5,26,,26,14,28.5,18,19,,25.5,18.5,22,15.5,21.5,24.5,,23,19,14,,28.5,23,,,,,,,26.5,,14,,14.5,22,17.5,,,,,,23,,24.5,25,24,,24.5,,,21.5,20,,21.5,18.5,,16,,,,20,,24,,22.5,23,,,,22.5,16,,,,18,18,,,,22
,,,,,18.5,,,19,,,22.5,26,,23,14,27,22,18,,16,18.5,24,17,24,24.5,,23,19,14,,28.5,22,,,,,,,26.5,,14,,14.5,21,21.5,,,,,,23,,24.5,22,21,,,,,21.5,20,,26,19.5,,17.5,,,,22,,28.5,,22.5,22,,,,22.5,18.5,,,,19,12.5,,,,22
,,,,,18.5,,,20,,,24,27,,23,14,25.5,18,19,,23,18.5,22,18,22.5,23,,25,19,14,,28.5,22,,,,,,,28.5,,14,,14.5,17,20,,,,,,23,,29,24,21,,,,,21.5,20,,21.5,20,,16,,,,25,,28,,22.5,19,,,,21.5,24.5,,,,18,17,,,,22
,,,,,18.5,,,21.5,,,24.5,28,,25,25.5,26,18,18,,14.5,18.5,22,15.5,22.5,23,,25,19,14,,28.5,21,,,,,,,29.5,,14,,14.5,21,21.5,,,,,,23,,28.5,23,21,,,,,20,21.5,,23,19.5,,16,,,,25,,26.5,,22.5,19,,,,22.5,24.5,,,,15,17,,,,22
,,,,,18.5,,,23,,,24.5,26,,26,24.5,26,18,19,,23,18.5,21,14,22.5,18.5,,23,19,14,,28.5,22,,,,,,,25.5,,14,,14.5,19.5,20,,,,,,23,,26,22,21,,,,,21.5,22.5,,22,18.5,,17.5,,,,24.5,,25.5,,22.5,18,,,,22.5,24.5,,,,25.5,18,,,,22
,,,,,18.5,,,22.5,,,24,27,,26,23,27,18,18,,13,18.5,22,15.5,21.5,16,,25,19,14,,28.5,21,,,,,,,24.5,,14,,14.5,19.5,16,,,,,,23,,26,23,21,,,,,22,22.5,,22,17.5,,16,,,,23,,24,,21,26,,,,28.5,24.5,,,,24,18,,,,22
,,,,,18.5,,,23,,,21.5,26,,26,24.5,24.5,18,21,,24.5,18.5,22,15.5,22.5,23,,20,19,14,,26,22,,,,,,,25.5,,14,,14.5,19.5,15,,,,,,23,,30,22,21,,,,,23,21.5,,19,19.5,,16,,,,24.5,,24,,22.5,19,,,,28.5,24.5,,,,25.5,18.5,,,,22
,,,,,18.5,,,22.5,,,22.5,25,,26,23,25.5,18,21,,14.5,18.5,,14,22.5,21.5,,20,19,14,,27,23,,,,,,,25.5,,14,,14.5,24,16,,,,,,23,,29,24,21,,,,,24.5,21.5,,19,18.5,,17.5,,,,25,,24,,22.5,27,,,,28,,,,,25,18,,,,22
,,,,,18.5,,,23,,,21.5,24,,23,24.5,21.5,18,21,,25.5,18.5,,17,21.5,20,,20,19,14,,27,19,,,,,,,25.5,,14,,14.5,24,16,,,,,,23,,28.5,23,21,,,,,24.5,20,,19,18.5,,16,,,,24.5,,24,,22.5,20,,,,26.5,,,,,24,17,,,,22
,,,,,18.5,,,,,,21.5,25,,25,25.5,23,18,21,,16,18.5,,18,22.5,21.5,,23,19,14,,25.5,20,,,,,,,24.5,,19.5,,14.5,24,16,,,,,,23,,26,21,21,,,,,24.5,20,,19,19.5,,17.5,,,,25,,24.5,,22.5,23,,,,28,,,,,25.5,15.5,,,,22
,,,,,21.5,,,,,,22.5,25,,26,25.5,21.5,18,21,,26,18.5,,17,22.5,20,,23,19,14,,26,21,,,,,,,25.5,,19.5,,14.5,24,19,,,,,,23,,27,21,21,,,,,24.5,20,,18,18.5,,17.5,,,,24.5,,24.5,,22.5,16,,,,26.5,,,,,24,11,,,,22
,,,,,25.5,,,,,,24,26,,26,25.5,23,18,21,,17.5,18.5,,15.5,24,20,,23,19,14,,27,21,,,,,,,25.5,,19.5,,14.5,24,16,,,,,,23,,27,22,21,,,,,23,20,,18,18.5,,17.5,,,,23,,24.5,,21.5,25,,,,25.5,,,,,25,15.5,,,,22
,,,,,24.5,,,,,,24.5,27,,26,25.5,25.5,18,,,28.5,18.5,,15.5,24,20,,23,19,14,,27,19,,,,,,,28.5,,19.5,,14.5,19.5,20,,,,,,32,,30,21,21,,,,,22,20,,18,19.5,,17.5,,,,22,,24.5,,22.5,18,,,,25.5,,,,,24,15.5,,,,22
,,,,,20,,,,,,24.5,28,,26,25.5,23,18,,,19,18.5,,17,22.5,20,,23,19,14,,27,21,,,,,,,29.5,,,,14.5,19.5,19,,,,,,31.5,,28.5,26,25,,,,,24.5,20,,17,17.5,,13,,,,22,,24.5,,21.5,,,,,26.5,,,,,18.5,11,,,,22
,,,,,27,,,,,,25.5,27,,23,21.5,23,18,,,27,18.5,,18,24,20,,23,19,14,,27,21,,,,,,,25.5,,,,14.5,19.5,17.5,,,,,,30,,30,25,25,,,,,23,21.5,,18,17.5,,13,,,,22,,24,,21.5,,,,,25.5,,,,,18,18.5,,,,22
,,,,,26,,,,,,24.5,26,,25,24.5,21.5,18,,,18.5,18.5,,18,24,18.5,,23,19,14,,29,19,,,,,,,24.5,,,,14.5,24,16,,,,,,30,,28.5,21,25,,,,,24.5,22.5,,17,19.5,,16,,,,,,22.5,,21.5,,,,,25.5,,,,,17,18.5,,,,22
,,,,,25.5,,,,,,24,26,,26,22.5,20,18,,,27,18.5,,18,24,16,,23,19,14,,29,20,,,,,,,22.5,,,,14.5,24,17.5,,,,,,23,,30,22,25,,,,,18.5,20,,15,18.5,,17.5,,,,,,21.5,,22.5,,,,,25.5,,,,,18,18,,,,28
,,,,,24.5,,,,,,24,25.5,,26,23,24.5,18,,,18.5,18.5,,18,19.5,21.5,,25,19,14,,29,20,,,,,,,24.5,,,,14.5,24,17.5,,,,,,23,,28.5,21,25,,,,,19.5,19.5,,12,18.5,,16,,,,,,22.5,,21.5,,,,,25.5,,,,,19,17,,,,27
,,,,,25.5,,,,,,24.5,26,,30,24.5,23,18,,,16,18.5,,17,,20,,24.5,19,14,,29,21,,,,,,,24.5,,,,14.5,19.5,17.5,,,,,,23,,23,26,25,,,,,21.5,20,,19,21.5,,16,,,,,,24,,21.5,,,,,26.5,,,,,18,17,,,,26
,,,,,21.5,,,,,,21.5,26,,29,23,24.5,18,,,27,18.5,,19.5,,20,,23,19,14,,28.5,20,,,,,,,22.5,,,,14.5,19.5,16,,,,,,23,,28.5,25,25,,,,,22.5,29.5,,19,17.5,,17.5,,,,,,24,,21,,,,,29.5,,,,,19,15.5,,,,25
,,,,,25.5,,,,,,21.5,26,,30,22.5,23,18,,,18.5,18.5,,17,,20,,20,19,14,,28.5,21,,,,,,,24.5,,,,,17,17.5,,,,,,23,,27,24,25,,,,,22.5,29.5,,19,19.5,,16,,,,,,25.5,,18.5,,,,,28.5,,,,,18,17,,,,25
,,,,,24.5,,,,,,21.5,26,,27,20,21.5,18,,,17.5,18.5,,18,,21.5,,20,19,14,,26,22,,,,,,,24.5,,,,,22,17.5,,,,,,31.5,,27,25,25,,,,,21.5,29.5,,19,18.5,,16,,,,,,24,,21.5,,,,,28,,,,,19,18,,,,25
,,,,,22.5,,,,,,22.5,26,,27,24.5,21.5,18,,,18.5,18.5,,17,,20,,20,19,14,,25.5,23,,,,,,,24.5,,,,,21,16,,,,,,30,,26,24,25,,,,,22.5,27,,18,18.5,,17.5,,,,,,24,,21,,,,,28.5,,,,,21,12.5,,,,26
,,,,,24.5,,,,,,24,26,,28,24.5,20,18,,,18.5,18.5,,15.5,,20,,23,19,14,,27,23,,,,,,,25.5,,,,,17,17.5,,,,,,29,,24.5,26,25,,,,,21.5,27,,18,17.5,,17.5,,,,,,24,,18.5,,,,,28.5,,,,,19,18,,,,25
,,,,,23,,,,,,26.5,26,,27,24.5,21.5,18,,,18.5,18.5,,18,,20,,23,19,14,,26,23,,,,,,,22.5,,,,,21,17.5,,,,,,27,,27,25,25,,,,,19.5,27,,18,15.5,,16,,,,,,22.5,,22.5,,,,,28,,,,,18,18,,,,26
,,,,,21.5,,,,,,26.5,26,,26,24.5,21.5,18,,,18.5,18.5,,18.5,,21.5,,23,17.5,14,,30,23,,,,,,,22.5,,,,,19.5,16,,,,,,27,,23,26,25,,,,,22.5,24.5,,17,18.5,,16,,,,,,21.5,,22.5,,,,,28.5,,,,,19,12.5,,,,27
,,,,,25.5,,,,,,25.5,26,,17.5,24.5,21.5,18,,,18.5,18.5,,18,,20,,23,17.5,14,,23,22,,,,,,,24.5,,,,,19.5,17.5,,,,,,27,,21.5,26,25,,,,,21.5,24.5,,18,19.5,,17.5,,,,,,22.5,,22.5,,,,,28.5,,,,,18,17,,,,27
,,,,,24.5,,,,,,24,26,,19,20,18.5,18,,,18.5,18.5,,15.5,,18.5,,23,17.5,14,,31.5,22,,,,,,,22.5,,,,,19.5,17.5,,,,,,27,,23,26,25,,,,,24,29.5,,19,18.5,,16,,,,,,24,,22.5,,,,,28.5,,,,,15,17,,,,25
,,,,,20,,,,,,24.5,26,,20,23,20,18,,,18.5,18.5,,17,,16,,23,17.5,14,,24.5,21,,,,,,,24.5,,,,,24,16,,,,,,27,,21.5,26,25,,,,,22.5,29.5,,19.5,18.5,,16,,,,,,26,,21,,,,,26.5,,,,,25.5,18,,,,26
,,,,,27,,,,,,24.5,26,,20,23,21.5,18,,,20,18.5,,18,,20,,23,19,14,,28.5,22,,,,,,,22.5,,,,,24,17.5,,,,,,27,,21.5,26,25,,,,,21.5,29.5,,19,18.5,,17.5,,,,,,24,,22.5,,,,,25.5,,,,,24,18,,,,28
,,,,,26,,,,,,24,26,,20,23,21.5,18,,,18.5,18.5,,19.5,,20,,23,19,14,,26,21,,,,,,,24.5,,,,,24,19,,,,,,32,,20,26,25,,,,,22.5,28.5,,15,18.5,,16,,,,,,24,,22.5,,,,,25.5,,,,,25.5,18.5,,,,27
,,,,,25.5,,,,,,24,26,,20,24.5,21.5,18,,,21.5,18.5,,18,,20,,25,20,14,,27,22,,,,,,,24.5,,,,,24,16,,,,,,31.5,,21.5,26,25,,,,,24,28.5,,15,18.5,,16,,,,,,26,,22.5,,,,,28.5,,,,,25,18,,,,26
,,,,,24.5,,,,,,21.5,26,,17.5,25.5,20,18,,,25.5,18.5,,17,,20,,24.5,20,14,,25.5,23,,,,,,,22.5,,,,,24,17.5,,,,,,30,,23,26,25,,,,,22.5,28.5,,19,18.5,,17.5,,,,,,24,,22.5,,,,,28.5,,,,,24,17,,,,25
,,,,,25.5,,,,,,21.5,26,,19,24.5,21.5,22,,,20,18.5,,17,,20,,23,21.5,14,,27,20,,,,,,,27,,,,,19.5,16,,,,,,30,,21.5,26,25,,,,,22.5,28.5,,15,18.5,,16,,,,,,24,,22.5,,,,,28,,,,,25.5,15.5,,,,25
,,,,,21.5,,,,,,22.5,26,,20,23,23,17,,,25.5,18.5,,15.5,,21.5,,,22,14,,25.5,21,,,,,,,26.5,,,,,19.5,17.5,,,,,,23,,23,26,25,,,,,21.5,26.5,,15,18.5,,16,,,,,,24,,22.5,,,,,28.5,,,,,24,17,,,,25
,,,,,25.5,,,,,,22.5,26,,20,21.5,21.5,18,,,25.5,24.5,,15.5,,20,,,22,14,,29.5,21,,,,,,,24.5,,,,,19.5,19,,,,,,23,,26,26,25,,,,,21.5,26.5,,19,18.5,,17.5,,,,,,28.5,,26.5,,,,,28.5,,,,,25,15,,,,26
,,,,,24.5,,,,,,21.5,26,,22,25.5,18.5,18,,,25.5,23,,17,,21.5,,,17.5,14,,24.5,19,,,,,,,24.5,,,,,24,21,,,,,,23,,24.5,26,25,,,,,21.5,26.5,,19,18.5,,16,,,,,,28,,25.5,,,,,28,,,,,24,15,,,,25
,,,,,24.5,,,,,,19.5,26,,21,25.5,20,18,,,25.5,23,,18,,20,,,17.5,14,,30,21,,,,,,,,,,,,24,17.5,,,,,,23,,27,26,25,,,,,22.5,24.5,,18,21.5,,16,,,,,,26.5,,25.5,,,,,28.5,,,,,18.5,15.5,,,,26
,,,,,22.5,,,,,,19.5,26,,20,25.5,21.5,18,,,20,24.5,,19.5,,24,,,19,14,,25.5,21,,,,,,,,,,,,24,20,,,,,,27,,23,26,25,,,,,21.5,24.5,,18,21.5,,17.5,,,,,,25.5,,25.5,,,,,28.5,,,,,18,18.5,,,,28
,,,,,23,,,,,,24.5,26,,21,25.5,23,12.5,,,20,23,,18,,25,,,19,14,,27,19,,,,,,,,,,,,19.5,19,,,,,,27,,21.5,26,24,,,,,19.5,29.5,,18,21.5,,16,,,,,,24,,26.5,,,,,29.5,,,,,17,18.5,,,,27
,,,,,16,,,,,,22.5,26,,19,25.5,23,17,,,17.5,23,,17,,26,,,20,14,,26,20,,,,,,,,,,,,19.5,20,,,,,,27,,23,26,25,,,,,18.5,28.5,,19,21.5,,17.5,,,,,,24,,26.5,,,,,31,,,,,18,18,,,,26
,,,,,16,,,,,,21.5,26,,20,27,22.5,18,,,17.5,23,,17,,25,,,20,14,,26,21,,,,,,,,,,,,17,21.5,,,,,,27,,21.5,26,24,,,,,21.5,28.5,,18,20,,17.5,,,,,,24,,25.5,,,,,31.5,,,,,19,17,,,,25
,,,,,16,,,,,,22.5,26,,21,24.5,23,19,,,17.5,24.5,,15.5,,25,,,19,14,,26,20,,,,,,,,,,,,22,20,,,,,,27,,21.5,15,24,,,,,22.5,27,,17,19.5,,17.5,,,,,,24,,25.5,,,,,31,,,,,18,17,,,,25
,,,,,16,,,,,,24.5,26,,20,22.5,23,12.5,,,17.5,23,,17,,24,,,19,14,,25.5,19,,,,,,,,,,,,21,16,,,,,,27,,21.5,15,24,,,,,24,27,,15,18.5,,13,,,,,,24.5,,25.5,,,,,28.5,,,,,19,24,,,,25
,,,,,16,,,,,,22.5,28,,19,22.5,23,17,,,17.5,23,,15.5,,24,,,19,14,,24.5,23,,,,,,,,,,,,17,15,,,,,,27,,25.5,15,25,,,,,22.5,27,,14,20,,13,,,,,,24.5,,26.5,,,,,24,,,,,18,24,,,,23
,,,,,16,,,,,,24.5,28,,20,23,21.5,18,,,17.5,23,,15.5,,24,,,19,14,,26,23,,,,,,,,,,,,21,16,,,,,,27,,26,15,22.5,,,,,22.5,27,,15,19.5,,20,,,,,,24.5,,26.5,,,,,24.5,,,,,19,22,,,,25
,,,,,16,,,,,,24.5,28,,17.5,24.5,22.5,18,,,17.5,24.5,,18,,24,,,19,14,,29,28,,,,,,,,,,,,19.5,16,,,,,,,,25.5,15,22.5,,,,,22.5,27,,15,18.5,,19,,,,,,24.5,,25.5,,,,,24,,,,,21,22.5,,,,25
,,,,,16,,,,,,25.5,28,,17.5,25.5,23,19,,,20,25.5,,15.5,,25,,,19,14,,26,27,,,,,,,,,,,,19.5,16,,,,,,,,24.5,15,22.5,,,,,22.5,27,,17,19.5,,17.5,,,,,,24,,25.5,,,,,24.5,,,,,19,24,,,,26
,,,,,16,,,,,,25.5,27,,19,24.5,23,19.5,,,17.5,25.5,,18,,25,,,19,,,25.5,25,,,,,,,,,,,,24,20,,,,,,,,26,15,19.5,,,,,21.5,28.5,,15,19.5,,19,,,,,,22.5,,26.5,,,,,24,,,,,18,24,,,,22
,,,,,16,,,,,,24,27,,20,23,23,12.5,,,20,25.5,,15,,25,,,17.5,,,25.5,21,,,,,,,,,,,,24,16,,,,,,,,24.5,15,22.5,,,,,21.5,29.5,,14.5,18.5,,19,,,,,,21.5,,26.5,,,,,24,,,,,19,22,,,,22
,,,,,16,,,,,,24,27,,20,24.5,22.5,19.5,,,19,25.5,,17,,24,,,17.5,,,27,26,,,,,,,,,,,,24,21.5,,,,,,,,28.5,15,19.5,,,,,21.5,29.5,,18,18.5,,19,,,,,,21.5,,26.5,,,,,24.5,,,,,18,22.5,,,,23
,,,,,16,,,,,,21.5,27,,20,23,23,12.5,,,21.5,24.5,,15,,24,,,17.5,,,26,25,,,,,,,,,,,,24,20,,,,,,,,24.5,15,22,,,,,22.5,28.5,,19,17.5,,17.5,,,,,,21.5,,25.5,,,,,24,,,,,15,24,,,,24.5
,,,,,16,,,,,,21.5,27,,20,24.5,23,17,,,18.5,23,,17,,25,,,17.5,,,28,24,,,,,,,,,,,,24,17.5,,,,,,,,22,19,22.5,,,,,21.5,28.5,,12.5,18.5,,16,,,,,,21.5,,26.5,,,,,24.5,,,,,26,24,,,,25
,,,,,16,,,,,,22.5,26,,17.5,22.5,23,18,,,23,23,,15.5,,24,,,19,,,27,23,,,,,,,,,,,,19.5,21.5,,,,,,,,24.5,17,22.5,,,,,24,27,,12.5,17.5,,17.5,,,,,,21.5,,28,,,,,24,,,,,26,25,,,,25
,,,,,16,,,,,,24,26,,19,22.5,20,18,,,24.5,21.5,,19.5,,25,,,19,,,26,22,,,,,,,,,,,,19.5,16,,,,,,,,22,18,22.5,,,,,22.5,27,,12.5,,,16,,,,,,21,,28.5,,,,,24,,,,,26,24,,,,25
,,,,,16,,,,,,24.5,26,,20,23,22.5,18,,,20,23,,18,,26,,,20,,,,23,,,,,,,,,,,,19.5,17.5,,,,,,,,22,19,22.5,,,,,21.5,27,,12.5,,,17.5,,,,,,21.5,,28,,,,,24.5,,,,,26,25,,,,26
,,,,,16,,,,,,24.5,26,,20,21.5,23,19.5,,,21.5,23,,17,,25,,,20,,,,26,,,,,,,,,,,,24,17.5,,,,,,,,22,17,22.5,,,,,22.5,27,,12.5,,,16,,,,,,,,26.5,,,,,24,,,,,26,26.5,,,,25
,,,,,16,,,,,,24.5,26,,20,22.5,,15.5,,,23,23,,18,,25,,,21.5,,,,26,,,,,,,,,,,,24,,,,,,,,,24.5,15,24,,,,,24.5,27,,12.5,,,16,,,,,,,,25.5,,,,,24.5,,,,,26,24,,,,27
,,,,,16,,,,,,24.5,25.5,,20,23,,17,,,20,21.5,,18.5,,24,,,22,,,,25.5,,,,,,,,,,,,24,,,,,,,,,22,15,24,,,,,24,27,,12.5,,,17.5,,,,,,,,22.5,,,,,24,,,,,26,25,,,,27
,,,,,16,,,,,,26.5,25.5,,17.5,22.5,,18,,,16,23,,18,,24,,,21.5,,,,26,,,,,,,,,,,,19.5,,,,,,,,,24.5,15,24,,,,,22.5,28.5,,12.5,,,16,,,,,,,,25.5,,,,,24.5,,,,,26,24,,,,25
,,,,,16,,,,,,26.5,25.5,,19,21.5,,18,,,17.5,24.5,,17,,26,,,22,,,,27,,,,,,,,,,,,19.5,,,,,,,,,22,15,25,,,,,21.5,29.5,,12.5,,,16,,,,,,,,25.5,,,,,24,,,,,26,24,,,,27
,,,,,16,,,,,,26.5,26,,20,25.5,,18,,,18.5,23,,15.5,,26,,,21.5,,,,27,,,,,,,,,,,,17,,,,,,,,,22,15,22.5,,,,,22.5,27,,12.5,,,16,,,,,,,,25.5,,,,,24.5,,,,,26,24,,,,27
,,,,,16,,,,,,24.5,26,,20,25.5,,17,,,18.5,23,,,,26,,,17.5,,,,28,,,,,,,,,,,,22,,,,,,,,,24.5,15,22.5,,,,,21.5,26.5,,12.5,,,17.5,,,,,,,,25.5,,,,,24,,,,,26,22.5,,,,28
,,,,,16,,,,,,24.5,28,,24.5,23,,18,,,18.5,23,,,,25,,,17.5,,,,30,,,,,,,,,,,,21,,,,,,,,,24.5,15,22.5,,,,,21.5,24.5,,12.5,,,16,,,,,,,,26.5,,,,,24.5,,,,,28,22.5,,,,27
,,,,,16,,,,,,21.5,28,,23,23,,18,,,18.5,24.5,,,,25,,,19,,,,27,,,,,,,,,,,,17,,,,,,,,,23,15,19.5,,,,,22.5,27,,12.5,,,20,,,,,,,,22.5,,,,,25.5,,,,,26,21,,,,26
,,,,,16,,,,,,21.5,28,,24.5,21.5,,18,,,18.5,23,,,,24,,,19,,,,30,,,,,,,,,,,,21,,,,,,,,,24.5,15,22.5,,,,,24.5,26.5,,12.5,,,19,,,,,,,,25.5,,,,,21.5,,,,,26,19.5,,,,25
,,,,,16,,,,,,22.5,28,,21.5,25.5,,19.5,,,18.5,23,,,,24,,,20,,,,26,,,,,,,,,,,,22,,,,,,,,,23,19,19.5,,,,,24,27,,12.5,,,17.5,,,,,,,,25.5,,,,,21.5,,,,,22,21,,,,25
,,,,,16,,,,,,22.5,27,,21.5,24.5,,15.5,,,18.5,23,,,,25,,,20,,,,28,,,,,,,,,,,,22,,,,,,,,,23,17,22,,,,,22.5,26.5,,12.5,,,19,,,,,,,,25.5,,,,,28,,,,,26,22,,,,22
,,,,,16,,,,,,24.5,27,,22,23,,18,,,16,24.5,,,,26,,,21.5,,,,25,,,,,,,,,,,,22.5,,,,,,,,,23,18,22.5,,,,,21.5,24.5,,12.5,,,19,,,,,,,,28,,,,,28,,,,,26,21,,,,26
,,,,,16,,,,,,24.5,27,,21.5,25.5,,18,,,18.5,25.5,,,,25,,,19,,,,23,,,,,,,,,,,,22,,,,,,,,,23,19,22.5,,,,,22.5,24.5,,12.5,,,16,,,,,,,,26.5,,,,,28,,,,,26,19.5,,,,25
,,,,,16,,,,,,21.5,27,,20,24.5,,19.5,,,17.5,25.5,,,,24,,,19,,,,24,,,,,,,,,,,,22.5,,,,,,,,,23,17,22.5,,,,,21.5,24.5,,12.5,,,16,,,,,,,,26.5,,,,,28,,,,,26,,,,,25
